goal,steps,ordered?
How to Know Whether to Use a Cover Letter or a Value Proposition Letter - Knowing When to Use a Cover Letter,"Understand what a cover letter is. Use a cover letter if you are specifically instructed to do so by your potential employer. Send in a cover letter if the application asks you to reveal your personality. Use a cover letter if you think you might not be the best fit for the job, but you really want the job anyway. Include a cover letter when you want to include a referral.",0
How to Prevent Spider Mites on Tomato Plants - Keeping Spider Mites Away,Plant your tomato plants where they stay warm without drying out. Ensure your tomato plants are growing in loamy soil with lots of organic matter. Place hot pepper or garlic in the soil to prevent spider mites. Apply diatomaceous earth to the soil around your tomato plants. Move your tomato plants indoors to protect them if you can.,0
How to Make a Putting Green - Constructing Your Green,"Ready the soil. Add some drainage, if necessary. Separate your green to protect against weeds. Smooth the soil. Sink your putting hole.",0
How to Talk Dirty to a Guy - Building up to It,Consider your guy’s personality. Test the waters. Touch him more often. Talk about making out. Get a self-help book. Practise talking dirty by yourself. Tailor your talk to the situation. Always be sincere.,1
How to Remove Vocals from Songs - Removing the Center Channel,Start with high-quality audio tracks. Locate the vocals in the mix. Import the audio into the editing software of your choice. Break the channels into separate tracks. Select one of the channels to invert. Invert the channel. Convert the file back to mono.,1
How to Merge with Heavy Traffic - Driving After Merging,Turn off your turn signal. Maintain space. Allow other cars to merge. Repeat as needed.,0
How to Gain Authority in the Workplace - Changing From Within,Continue to get better. Be okay with not knowing. Manage your emotions.,1
How to Relieve Stress by Drawing - Relieving Stress With Illustration,Draw something that comforts you. Just draw. Be somewhere where you feel calm. Have fun.,0
How to Start a Text Conversation with a Girl - Starting a Text Conversation with a Girl,Get her phone number. Say hi — but don’t just say hi. Say something timely and relevant. Talk about her interests. Use smiley faces! Keep going!,0
How to Douche for Feminine Hygiene - Knowing When to Douche,"Know that your body cleans out vaginal discharge, blood, and semen on its own. Douche at your doctor’s suggestion. Don’t douche to remove itching or burning sensations. Don’t douche to remove a strong odor. Don’t douche in attempts to prevent STDs or pregnancy. Wash the outside of your vagina as an alternative to douching.",0
How to Sharpen a Swiss Army Knife - Finishing Up,Dry the blade. Strop the blade. Check the sharpness.,1
How to Sell or Swap Gift Cards - Selling or Swapping Gift Cards with Friends and Family,Arrange a gift card swap. Talk to friends and family about selling gift cards to them. Come up with a fair price for the gift cards.,1
How to Become a Buddhist Monk - Preparing for Monastic Life,Spend time meditating. Prepare to support yourself for two to three years. Prepare to give up your worldly possessions. Realize that your Buddhist community will become your new family. Be ready to take a vow of chastity. Decide what kind of commitment you want to make.,1
How to Stop Biting Your Nails - Covering Your Nails,Cover your nails with nail polish. Wear fake nails. Cover your nails by wearing gloves.,0
How to Apply Black Eyeshadow - Constructing an Edgy Eyeshadow Look,Prime your eyes with your primer of choice. Apply a base color all over your eyelid. Blend the color upward. Pat black eyeshadow onto the center of your eyelid. Smooth the upper edge of the black eyeshadow toward your eyebrow. Line the outer edge of your lower eyelash line in black eyeshadow.,1
How to Register a Homemade Trailer - Researching the Requirements,Contact your state’s department of motor vehicles (DMV) in the US. Ask your province’s Ministry of Transport in Canada. Check with your state’s department of transport in Australia. Contact the Driver & Vehicle Licensing Agency (DVLA) in the UK.,0
How to Lie About Your Crush Being Your Boyfriend - Lie about him asking you out,"Again, come up with a whole story, and stick with it. If you know how to write like your crush, write a note in his hand writing saying, Will you go out with me, (your name)? If you prefer, tell a story if you really do have each other's phone numbers. If you have an iPhone, there are websites where you can make fake text messages. Now come up with casual stories about dates and you're good to go!",0
How to Describe Taoism,"Consider this; a good spiritual practitioner does not worry too much about the aesthetics of his/her house. First the Philosophy of Tao. Read the Tao Te Ching and Zhuangzi as these are the two works that make up Philosophical Taoism. Research the main concepts of Taoism that apply to both Tao Philosophy and Tao religion. When it comes to the religion of Tao you must learn the pantheon of deities that make up Taoism. Now once you've done all your research find a quiet spot away from distractions, get a dictionary, a thesaurus, a notepad and a pencil.",0
How to Adopt a Retired Police Dog - Finding a Dog,Search for a place that has retired police dogs in need of adoption. Expect difficulty in finding a retired police dog available for adoption. Be persistent when contacting an adoption agency.,1
How to Upload and Download Files on Gavitex - Downloading Files,Sign into your Gavitex account. Click the cloud icon on the left panel menu. Navigate through your Gavitex folders until you find the files you’d like to download to your computer. Click the file you want to download. Download files.,0
How to Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid,Set up the formula for surface area of a square pyramid. Plug in the values for the side length and slant height into the formula. Square the side length of the base. Multiply the side length of the base by the slant height and divide by two. Add the base surface area and the lateral surface area.,1
How to Decorate Your Door for Winter - Decorating Your Door without Wreaths,Use evergreen branches. Hang lettering on your door. Decorate with ornaments. Incorporate natural decorations.,0
How to Do Street Magic - Developing a Routine,String together 5 – 15 tricks into one performance. Develop a style. Practice on family and friends. Videotape your act. Take it to the streets. Sharpen your performance. Update your routine frequently with new magic tricks.,0
How to Dress More Feminine - Dressing Yourself Well,Choose clothes that fit you well. Read magazines to find the latest trends. Dress appropriately for the occasion.,0
How to Enclose a Balcony - Creating a Permanent Enclosure,Add a screen porch awning to make a shady enclosure. Install premade screen panels. Enclose your balcony with shutters.,0
How to Treat Ear Infections in Beagles - Seeking Veterinary Treatment,Schedule an appointment with your vet. Have your vet examine your beagle’s ears. Discuss treatment options with your vet. Clean and treat your beagle’s ears as prescribed.,0
How to Use Excel - Creating Charts,Set up the chart's data. Select the data. Click Insert. Click Recommended Charts. Select a chart template. Click OK. Edit your chart's title. Change your chart's axis titles.,0
How to Catalogue Your Books with Goodreads - Adding Shelves to Your Virtual Bookshelf,Visit Goodreads. Sign in. View your bookshelf. Add a shelf. Name the shelf.,1
